,Customer ID,Customer Name,Segment,Region,Country,City,State,Postal Code
4772,CM-12385,Christopher Martinez,Consumer,Central,United States,Chicago,Illinois,60610
4775,EK-13795,Eileen Kiefer,Home Office,West,United States,Escondido,California,92025
4776,CK-12760,Cyma Kinney,Corporate,East,United States,Long Beach,New York,11561
4778,PK-19075,Pete Kriz,Consumer,East,United States,Newark,Delaware,19711
4779,MH-18025,Michelle Huthwaite,Consumer,East,United States,Buffalo,New York,14215
4783,GB-14575,Giulietta Baptist,Consumer,Central,United States,Wichita,Kansas,67212
4784,IM-15070,Irene Maddox,Consumer,West,United States,Colorado Springs,Colorado,80906
4793,MM-18055,Michelle Moray,Consumer,East,United States,New York City,New York,10011
4794,MF-18250,Monica Federle,Corporate,West,United States,Los Angeles,California,90036
4795,CK-12595,Clytie Kelty,Consumer,South,United States,Marietta,Georgia,30062
4796,MK-17905,Michael Kennedy,Corporate,South,United States,Jacksonville,Florida,32216
4803,MH-17455,Mark Hamilton,Consumer,East,United States,Philadelphia,Pennsylvania,19140
4805,NG-18430,Nathan Gelder,Consumer,West,United States,Los Angeles,California,90008
4808,PB-19210,Phillip Breyer,Corporate,East,United States,Philadelphia,Pennsylvania,19134
4809,RE-19450,Richard Eichhorn,Consumer,Central,United States,Eau Claire,Wisconsin,54703
4814,TB-21625,Trudy Brown,Consumer,West,United States,Los Angeles,California,90004
4815,MG-17695,Maureen Gnade,Consumer,East,United States,Philadelphia,Pennsylvania,19134
4819,LW-17125,Liz Willingham,Consumer,East,United States,Norwich,Connecticut,6360
4820,PF-19120,Peter Fuller,Consumer,Central,United States,San Antonio,Texas,78207
4822,NZ-18565,Nick Zandusky,Home Office,West,United States,Yuma,Arizona,85364
4826,JE-15610,Jim Epp,Corporate,West,United States,Los Angeles,California,90036
4827,JO-15145,Jack O'Briant,Corporate,South,United States,Richmond,Kentucky,40475
4829,TT-21220,Thomas Thornton,Consumer,East,United States,New York City,New York,10035
4830,MS-17365,Maribeth Schnelling,Consumer,Central,United States,Wausau,Wisconsin,54401
4834,MP-18175,Mike Pelletier,Home Office,West,United States,San Francisco,California,94110
4837,FH-14350,Fred Harton,Consumer,East,United States,Dublin,Ohio,43017
4840,SC-20050,Sample Company A,Home Office,South,United States,Henderson,Kentucky,42420
4841,NM-18520,Neoma Murray,Consumer,East,United States,Bowling Green,Ohio,43402
4842,JO-15280,Jas O'Carroll,Consumer,South,United States,Memphis,Tennessee,38109
4843,CC-12475,Cindy Chapman,Consumer,East,United States,Lakewood,New Jersey,8701
4844,MZ-17515,Mary Zewe,Corporate,West,United States,Los Angeles,California,90008
4845,MS-17830,Melanie Seite,Consumer,East,United States,Rochester,New York,14609
4846,GK-14620,Grace Kelly,Corporate,West,United States,Salem,Oregon,97301
4849,MC-17275,Marc Crier,Consumer,West,United States,Pasco,Washington,99301
4853,LH-17155,Logan Haushalter,Consumer,West,United States,Oakland,California,94601
4859,SS-20140,Saphhira Shifley,Corporate,Central,United States,Oak Park,Illinois,60302
4860,GK-14620,Grace Kelly,Corporate,East,United States,Morristown,New Jersey,7960
4861,GM-14455,Gary Mitchum,Home Office,Central,United States,Austin,Texas,78745
4862,SH-19975,Sally Hughsby,Corporate,East,United States,New York City,New York,10011
4864,SC-20725,Steven Cartwright,Consumer,East,United States,New York City,New York,10024
4865,TT-21070,Ted Trevino,Consumer,West,United States,Seattle,Washington,98103
4869,SC-20440,Shaun Chance,Corporate,East,United States,Lancaster,Pennsylvania,17602
4871,KL-16645,Ken Lonsdale,Consumer,Central,United States,Houston,Texas,77095
4875,KN-16390,Katherine Nockton,Corporate,East,United States,Columbus,Ohio,43229
4876,SL-20155,Sara Luxemburg,Home Office,South,United States,Durham,North Carolina,27707
4878,PW-19240,Pierre Wener,Consumer,South,United States,Pensacola,Florida,32503
4879,TB-21175,Thomas Boland,Corporate,South,United States,Henderson,Kentucky,42420
4883,AH-10210,Alan Hwang,Consumer,West,United States,Anaheim,California,92804
4885,SC-20695,Steve Chapman,Corporate,Central,United States,Detroit,Michigan,48227
4886,RF-19345,Randy Ferguson,Corporate,South,United States,Marietta,Georgia,30062
4890,EH-13765,Edward Hooks,Corporate,West,United States,Seattle,Washington,98103
4897,AC-10660,Anna Chung,Consumer,East,United States,Parma,Ohio,44134
4899,SG-20470,Sheri Gordon,Consumer,West,United States,Gresham,Oregon,97030
4900,CA-12310,Christine Abelman,Corporate,West,United States,Anaheim,California,92804
4902,SH-20395,Shahid Hopkins,Consumer,East,United States,New York City,New York,10035
4904,MC-17605,Matt Connell,Corporate,Central,United States,Houston,Texas,77070
4905,JE-15610,Jim Epp,Corporate,East,United States,Concord,New Hampshire,3301
4907,MS-17530,MaryBeth Skach,Consumer,East,United States,Fairfield,Ohio,45014
4909,BH-11710,Brosina Hoffman,Consumer,South,United States,Johnson City,Tennessee,37604
4914,ME-17725,Max Engle,Consumer,West,United States,Seattle,Washington,98105
4916,MB-17305,Maria Bertelson,Consumer,Central,United States,League City,Texas,77573
4918,BM-11575,Brendan Murry,Corporate,East,United States,Gaithersburg,Maryland,20877
4920,SC-20575,Sonia Cooley,Consumer,Central,United States,Chicago,Illinois,60653
4921,MH-18115,Mick Hernandez,Home Office,South,United States,Huntsville,Alabama,35810
4925,AR-10345,Alex Russell,Corporate,East,United States,Lawrence,Massachusetts,1841
4926,MO-17500,Mary O'Rourke,Consumer,Central,United States,Chicago,Illinois,60623
4927,AD-10180,Alan Dominguez,Home Office,East,United States,Fairfield,Connecticut,6824
4929,KD-16345,Katherine Ducich,Consumer,East,United States,New York City,New York,10009
4931,FM-14215,Filia McAdams,Corporate,West,United States,Seattle,Washington,98103
4932,ZC-21910,Zuschuss Carroll,Consumer,West,United States,Aurora,Colorado,80013
4935,KS-16300,Karen Seio,Corporate,West,United States,Lehi,Utah,84043
4936,DP-13390,Dennis Pardue,Home Office,South,United States,Tuscaloosa,Alabama,35401
4937,BD-11605,Brian Dahlen,Consumer,West,United States,San Francisco,California,94109
4940,IL-15100,Ivan Liston,Consumer,East,United States,Wilmington,Delaware,19805
4943,LP-17095,Liz Preis,Consumer,Central,United States,Lafayette,Indiana,47905
4944,JH-15985,Joseph Holt,Consumer,West,United States,Redondo Beach,California,90278
4947,JD-16015,Joy Daniels,Consumer,West,United States,Seattle,Washington,98115
4950,DL-13330,Denise Leinenbach,Consumer,East,United States,New York City,New York,10009
4951,NC-18415,Nathan Cano,Consumer,Central,United States,Royal Oak,Michigan,48073
4952,AS-10225,Alan Schoenberger,Corporate,West,United States,San Francisco,California,94109
4953,MS-17980,Michael Stewart,Corporate,East,United States,New York City,New York,10009
4954,TS-21205,Thomas Seio,Corporate,West,United States,North Las Vegas,Nevada,89031
4957,JK-15730,Joe Kamberova,Consumer,Central,United States,Carrollton,Texas,75007
4959,TC-21535,Tracy Collins,Home Office,West,United States,Los Angeles,California,90008
4961,AB-10015,Aaron Bergman,Consumer,West,United States,Seattle,Washington,98103
4964,DP-13000,Darren Powers,Consumer,South,United States,Fort Lauderdale,Florida,33311
4965,CY-12745,Craig Yedwab,Corporate,South,United States,Columbia,Tennessee,38401
4966,BE-11455,Brad Eason,Home Office,East,United States,Providence,Rhode Island,2908
4970,KL-16555,Kelly Lampkin,Corporate,South,United States,Jacksonville,Florida,32216
4974,PS-19045,Penelope Sewall,Home Office,West,United States,Oceanside,California,92054
4975,JR-16210,Justin Ritter,Corporate,South,United States,Jacksonville,Florida,32216
4976,AH-10210,Alan Hwang,Consumer,East,United States,New York City,New York,10024
4979,RW-19630,Rob Williams,Corporate,Central,United States,Chicago,Illinois,60610
4982,AH-10075,Adam Hart,Corporate,West,United States,Huntington Beach,California,92646
4983,IM-15070,Irene Maddox,Consumer,West,United States,San Diego,California,92105
4984,CK-12760,Cyma Kinney,Corporate,South,United States,Nashville,Tennessee,37211
4985,AG-10390,Allen Goldenen,Consumer,East,United States,New York City,New York,10009
4986,CL-12700,Craig Leslie,Home Office,West,United States,Colorado Springs,Colorado,80906
4989,AW-10930,Arthur Wiediger,Home Office,West,United States,San Francisco,California,94110
4991,HG-14965,Henry Goldwyn,Corporate,Central,United States,Chicago,Illinois,60653
4992,RB-19645,Robert Barroso,Corporate,South,United States,Memphis,Tennessee,38109
4995,SZ-20035,Sam Zeldin,Home Office,East,United States,New York City,New York,10011
4996,KS-16300,Karen Seio,Corporate,South,United States,Raleigh,North Carolina,27604
4998,SC-20050,Sample Company A,Home Office,West,United States,Los Angeles,California,90045
5000,AB-10060,Adam Bellavance,Home Office,West,United States,Los Angeles,California,90004
5001,EH-14125,Eugene Hildebrand,Home Office,South,United States,Newport News,Virginia,23602
5003,CC-12475,Cindy Chapman,Consumer,West,United States,Los Angeles,California,90032
5004,TM-21010,Tamara Manning,Consumer,South,United States,Jackson,Mississippi,39212
5005,SC-20695,Steve Chapman,Corporate,Central,United States,Richmond,Indiana,47374
5006,Dp-13240,Dean percer,Home Office,East,United States,New York City,New York,10035
5008,LR-17035,Lisa Ryan,Corporate,East,United States,Philadelphia,Pennsylvania,19134
5011,TS-21370,Todd Sumrall,Corporate,West,United States,Phoenix,Arizona,85023
5012,SW-20350,Sean Wendt,Home Office,East,United States,Cleveland,Ohio,44105
5015,TH-21100,Thea Hendricks,Consumer,East,United States,Toledo,Ohio,43615
5017,SS-20410,Shahid Shariari,Consumer,West,United States,Los Angeles,California,90008
5020,MZ-17515,Mary Zewe,Corporate,East,United States,New York City,New York,10011
5021,JE-15475,Jeremy Ellison,Consumer,West,United States,San Diego,California,92037
5024,RF-19735,Roland Fjeld,Consumer,Central,United States,Oklahoma City,Oklahoma,73120
5028,CV-12295,Christina VanderZanden,Consumer,Central,United States,Chicago,Illinois,60653
5029,VG-21790,Vivek Gonzalez,Consumer,West,United States,San Francisco,California,94109
5032,BB-11545,Brenda Bowman,Corporate,East,United States,Vineland,New Jersey,8360
5034,HR-14770,Hallie Redmond,Home Office,Central,United States,Milwaukee,Wisconsin,53209
5035,SC-20260,Scott Cohen,Corporate,West,United States,Seattle,Washington,98115
5037,EG-13900,Emily Grady,Consumer,Central,United States,Naperville,Illinois,60540
5038,TS-21370,Todd Sumrall,Corporate,East,United States,Wilmington,Delaware,19805
5041,AI-10855,Arianne Irving,Consumer,West,United States,Los Angeles,California,90036
5048,DD-13570,Dorothy Dickinson,Consumer,Central,United States,Chicago,Illinois,60610
5050,AB-10060,Adam Bellavance,Home Office,West,United States,Des Moines,Washington,98198
5051,KB-16240,Karen Bern,Corporate,East,United States,Philadelphia,Pennsylvania,19140
5052,JC-15775,John Castell,Consumer,South,United States,Atlanta,Georgia,30318
5053,AH-10465,Amy Hunt,Consumer,Central,United States,Dallas,Texas,75217
5056,NM-18520,Neoma Murray,Consumer,West,United States,Moreno Valley,California,92553
5059,TP-21130,Theone Pippenger,Consumer,South,United States,Georgetown,Kentucky,40324
5061,DL-12925,Daniel Lacy,Consumer,Central,United States,Minneapolis,Minnesota,55407
5064,CA-12265,Christina Anderson,Consumer,East,United States,Wilmington,Delaware,19805
5065,SC-20380,Shahid Collister,Consumer,South,United States,Burlington,North Carolina,27217
5067,TT-21460,Tonja Turnell,Home Office,West,United States,Los Angeles,California,90008
5068,MA-17560,Matt Abelman,Home Office,Central,United States,Trenton,Michigan,48183
5073,JM-16195,Justin MacKendrick,Consumer,West,United States,San Francisco,California,94109
5074,MB-18085,Mick Brown,Consumer,West,United States,Los Angeles,California,90049
5075,SV-20365,Seth Vernon,Consumer,Central,United States,Houston,Texas,77070
5078,CG-12040,Catherine Glotzbach,Home Office,Central,United States,Milwaukee,Wisconsin,53209
5079,BD-11500,Bradley Drucker,Consumer,West,United States,San Francisco,California,94122
5081,JK-15640,Jim Kriz,Home Office,East,United States,Cleveland,Ohio,44105
5082,JM-15580,Jill Matthias,Consumer,South,United States,Monroe,North Carolina,28110
5084,SC-20230,Scot Coram,Corporate,East,United States,Lowell,Massachusetts,1852
5085,ME-17320,Maria Etezadi,Home Office,Central,United States,Dallas,Texas,75081
5086,KN-16390,Katherine Nockton,Corporate,East,United States,Philadelphia,Pennsylvania,19120
5089,HM-14860,Harry Marie,Corporate,West,United States,Loveland,Colorado,80538
5091,JM-15580,Jill Matthias,Consumer,West,United States,Loveland,Colorado,80538
5092,KH-16690,Kristen Hastings,Corporate,East,United States,Woonsocket,Rhode Island,2895
5093,BK-11260,Berenike Kampe,Consumer,Central,United States,Chicago,Illinois,60610
5099,PN-18775,Parhena Norris,Home Office,West,United States,Bakersfield,California,93309
5100,AZ-10750,Annie Zypern,Consumer,Central,United States,Dallas,Texas,75217
5103,GM-14500,Gene McClure,Consumer,East,United States,Philadelphia,Pennsylvania,19140
5105,BM-11785,Bryan Mills,Consumer,South,United States,Deltona,Florida,32725
5106,NH-18610,Nicole Hansen,Corporate,South,United States,Columbus,Georgia,31907
5107,PN-18775,Parhena Norris,Home Office,South,United States,Nashville,Tennessee,37211
5109,EH-13765,Edward Hooks,Corporate,East,United States,Philadelphia,Pennsylvania,19134
5112,HA-14905,Helen Abelman,Consumer,Central,United States,Chicago,Illinois,60610
5113,AB-10150,Aimee Bixby,Consumer,Central,United States,Dallas,Texas,75220
5114,MS-17365,Maribeth Schnelling,Consumer,West,United States,Carlsbad,New Mexico,88220
5115,DD-13570,Dorothy Dickinson,Consumer,East,United States,Philadelphia,Pennsylvania,19134
5116,MT-17815,Meg Tillman,Consumer,East,United States,New York City,New York,10009
5117,GM-14500,Gene McClure,Consumer,East,United States,Oceanside,New York,11572
5120,KB-16585,Ken Black,Corporate,South,United States,Lafayette,Louisiana,70506
5124,DM-13015,Darrin Martin,Consumer,East,United States,New York City,New York,10009
5131,BP-11185,Ben Peterman,Corporate,West,United States,Anaheim,California,92804
5132,EP-13915,Emily Phan,Consumer,South,United States,Deltona,Florida,32725
5133,FG-14260,Frank Gastineau,Home Office,East,United States,New York City,New York,10009
5135,AB-10255,Alejandro Ballentine,Home Office,West,United States,Seattle,Washington,98103
5136,RD-19480,Rick Duston,Consumer,West,United States,San Diego,California,92105
5137,TS-21430,Tom Stivers,Corporate,Central,United States,Oklahoma City,Oklahoma,73120
5138,JA-15970,Joseph Airdo,Consumer,East,United States,Mount Vernon,New York,10550
5140,SW-20455,Shaun Weien,Consumer,West,United States,San Francisco,California,94109
5141,FP-14320,Frank Preis,Consumer,East,United States,New York City,New York,10009
5144,JL-15835,John Lee,Consumer,West,United States,Los Angeles,California,90045
5147,JL-15175,James Lanier,Home Office,West,United States,Chandler,Arizona,85224
5149,JG-15160,James Galang,Consumer,East,United States,Long Beach,New York,11561
5150,SH-19975,Sally Hughsby,Corporate,West,United States,San Francisco,California,94109
5151,LS-17200,Luke Schmidt,Corporate,West,United States,Helena,Montana,59601
5152,CS-11860,Cari Schnelling,Consumer,East,United States,New York City,New York,10011
5154,KW-16570,Kelly Williams,Consumer,Central,United States,Kirkwood,Missouri,63122
5156,GH-14410,Gary Hansen,Home Office,Central,United States,Chicago,Illinois,60653
5159,AG-10495,Andrew Gjertsen,Corporate,West,United States,Peoria,Arizona,85345
5161,TS-21430,Tom Stivers,Corporate,West,United States,Seattle,Washington,98103
5162,AJ-10945,Ashley Jarboe,Consumer,Central,United States,Taylor,Michigan,48180
5163,SJ-20215,Sarah Jordon,Consumer,West,United States,Pasadena,California,91104
5164,SC-20020,Sam Craven,Consumer,Central,United States,Midland,Michigan,48640
5170,LA-16780,Laura Armstrong,Corporate,Central,United States,Detroit,Michigan,48205
5173,FC-14335,Fred Chung,Corporate,West,United States,Pueblo,Colorado,81001
5174,CA-12265,Christina Anderson,Consumer,Central,United States,Waco,Texas,76706
5176,JH-15985,Joseph Holt,Consumer,West,United States,San Francisco,California,94109
5177,AJ-10795,Anthony Johnson,Corporate,East,United States,New York City,New York,10024
5178,BT-11395,Bill Tyler,Corporate,West,United States,Los Angeles,California,90036
5181,DJ-13510,Don Jones,Corporate,East,United States,Woonsocket,Rhode Island,2895
5183,AG-10675,Anna Gayman,Consumer,South,United States,Columbus,Georgia,31907
5185,JD-15790,John Dryer,Consumer,South,United States,Jacksonville,Florida,32216
5186,EH-14125,Eugene Hildebrand,Home Office,East,United States,Philadelphia,Pennsylvania,19140
5187,ZC-21910,Zuschuss Carroll,Consumer,Central,United States,Columbus,Indiana,47201
5189,XP-21865,Xylona Preis,Consumer,Central,United States,Pasadena,Texas,77506
5191,DK-12985,Darren Koutras,Consumer,West,United States,San Francisco,California,94122
5192,CS-12250,Chris Selesnick,Corporate,South,United States,Columbia,South Carolina,29203
5196,AI-10855,Arianne Irving,Consumer,West,United States,Kent,Washington,98031
5198,AA-10315,Alex Avila,Consumer,Central,United States,Round Rock,Texas,78664
5202,RE-19450,Richard Eichhorn,Consumer,West,United States,Oakland,California,94601
5204,TM-21010,Tamara Manning,Consumer,East,United States,Auburn,New York,13021
5210,YS-21880,Yana Sorensen,Corporate,East,United States,Newark,Delaware,19711
5211,AZ-10750,Annie Zypern,Consumer,East,United States,New York City,New York,10024
5212,CM-12445,Chuck Magee,Consumer,West,United States,Redlands,California,92374
5216,JB-16000,Joy Bell-,Consumer,Central,United States,Roseville,Michigan,48066
5218,LC-16930,Linda Cazamias,Corporate,East,United States,New York City,New York,10011
5219,CA-12775,Cynthia Arntzen,Consumer,Central,United States,Detroit,Michigan,48205
5220,SR-20425,Sharelle Roach,Home Office,Central,United States,Detroit,Michigan,48234
5221,PP-18955,Paul Prost,Home Office,Central,United States,Springfield,Missouri,65807
5224,JM-15865,John Murray,Consumer,West,United States,Los Angeles,California,90036
5225,AS-10090,Adam Shillingsburg,Consumer,East,United States,New York City,New York,10011
5228,LS-16975,Lindsay Shagiari,Home Office,West,United States,San Francisco,California,94109
5229,SA-20830,Sue Ann Reed,Consumer,West,United States,Fresno,California,93727
5233,LS-17200,Luke Schmidt,Corporate,South,United States,Texarkana,Arkansas,71854
5234,TM-21490,Tony Molinari,Consumer,West,United States,San Francisco,California,94110
5235,TT-21265,Tim Taslimi,Corporate,Central,United States,Indianapolis,Indiana,46203
5236,DN-13690,Duane Noonan,Consumer,East,United States,Columbia,Maryland,21044
5239,EB-14110,Eugene Barchas,Consumer,West,United States,San Jose,California,95123
5241,CM-11815,Candace McMahon,Corporate,West,United States,Seattle,Washington,98115
5242,HM-14860,Harry Marie,Corporate,Central,United States,Carrollton,Texas,75007
5243,KM-16375,Katherine Murray,Home Office,South,United States,Arlington,Virginia,22204
5244,BF-11020,Barry Französisch,Corporate,West,United States,Los Angeles,California,90032
5247,JE-15745,Joel Eaton,Consumer,Central,United States,Frankfort,Illinois,60423
5248,EJ-14155,Eva Jacobs,Consumer,West,United States,Seattle,Washington,98105
5249,BN-11470,Brad Norvell,Corporate,East,United States,Philadelphia,Pennsylvania,19143
5250,EC-14050,Erin Creighton,Consumer,South,United States,Columbus,Georgia,31907
5252,TT-21220,Thomas Thornton,Consumer,South,United States,Virginia Beach,Virginia,23464
5253,NP-18685,Nora Pelletier,Home Office,West,United States,Des Moines,Washington,98198
5254,AH-10195,Alan Haines,Corporate,East,United States,Bethlehem,Pennsylvania,18018
5256,CC-12145,Charles Crestani,Consumer,Central,United States,Oklahoma City,Oklahoma,73120
5257,DL-13315,Delfina Latchford,Consumer,West,United States,Rancho Cucamonga,California,91730
5258,XP-21865,Xylona Preis,Consumer,West,United States,Los Angeles,California,90032
5259,MA-17560,Matt Abelman,Home Office,East,United States,Philadelphia,Pennsylvania,19120
5260,SZ-20035,Sam Zeldin,Home Office,Central,United States,Houston,Texas,77036
5265,CS-11845,Cari Sayre,Corporate,West,United States,Seattle,Washington,98103
5268,MH-18115,Mick Hernandez,Home Office,East,United States,Yonkers,New York,10701
5269,CB-12025,Cassandra Brandow,Consumer,West,United States,San Francisco,California,94110
5271,JO-15145,Jack O'Briant,Corporate,West,United States,Los Angeles,California,90008
5273,PA-19060,Pete Armstrong,Home Office,South,United States,Miami,Florida,33142
5274,SV-20785,Stewart Visinsky,Consumer,East,United States,Burlington,Vermont,5408
5275,KL-16555,Kelly Lampkin,Corporate,South,United States,Fayetteville,Arkansas,72701
5277,BC-11125,Becky Castell,Home Office,Central,United States,Odessa,Texas,79762
5278,PO-18850,Patrick O'Brill,Consumer,South,United States,Virginia Beach,Virginia,23464
5279,AG-10675,Anna Gayman,Consumer,Central,United States,Milwaukee,Wisconsin,53209
5281,SP-20860,Sung Pak,Corporate,Central,United States,Rochester,Minnesota,55901
5285,LH-17020,Lisa Hazard,Consumer,West,United States,Louisville,Colorado,80027
5288,AD-10180,Alan Dominguez,Home Office,West,United States,San Francisco,California,94122
5289,KT-16465,Kean Takahito,Consumer,Central,United States,Houston,Texas,77036
5292,PJ-19015,Pauline Johnson,Consumer,South,United States,Miami,Florida,33180
5293,MC-18100,Mick Crebagga,Consumer,East,United States,Medina,Ohio,44256
5294,BO-11350,Bill Overfelt,Corporate,Central,United States,Roseville,Minnesota,55113
5295,DP-13000,Darren Powers,Consumer,Central,United States,Houston,Texas,77041
5296,TM-21490,Tony Molinari,Consumer,East,United States,Yonkers,New York,10701
5298,DV-13045,Darrin Van Huff,Corporate,West,United States,San Diego,California,92037
5300,AH-10690,Anna Häberlin,Corporate,South,United States,Springfield,Virginia,22153
5303,AB-10165,Alan Barnes,Consumer,Central,United States,Decatur,Illinois,62521
5304,JS-15940,Joni Sundaresam,Home Office,Central,United States,Garland,Texas,75043
5305,BV-11245,Benjamin Venier,Corporate,East,United States,Oceanside,New York,11572
5308,NC-18415,Nathan Cano,Consumer,Central,United States,Houston,Texas,77095
5311,SU-20665,Stephanie Ulpright,Home Office,South,United States,Greenville,North Carolina,27834
5313,DJ-13510,Don Jones,Corporate,West,United States,San Francisco,California,94110
5315,DL-12865,Dan Lawera,Consumer,South,United States,Greensboro,North Carolina,27405
5316,Dp-13240,Dean percer,Home Office,South,United States,Knoxville,Tennessee,37918
5323,TM-21010,Tamara Manning,Consumer,Central,United States,Grand Island,Nebraska,68801
5324,TZ-21580,Tracy Zic,Consumer,West,United States,Lakewood,California,90712
5326,SC-20260,Scott Cohen,Corporate,East,United States,Lawrence,Massachusetts,1841
5327,LS-17230,Lycoris Saunders,Consumer,West,United States,Los Angeles,California,90049
5328,MV-18190,Mike Vittorini,Consumer,Central,United States,Houston,Texas,77036
5329,BD-11620,Brian DeCherney,Consumer,East,United States,New York City,New York,10035
5330,CV-12295,Christina VanderZanden,Consumer,East,United States,New York City,New York,10011
5333,KB-16315,Karl Braun,Consumer,East,United States,Newark,Delaware,19711
5336,ME-18010,Michelle Ellison,Corporate,West,United States,Seattle,Washington,98105
5337,AJ-10780,Anthony Jacobs,Corporate,West,United States,Scottsdale,Arizona,85254
5338,DV-13465,Dianna Vittorini,Consumer,East,United States,Oceanside,New York,11572
5342,JK-15325,Jason Klamczynski,Corporate,Central,United States,Dallas,Texas,75220
5344,SH-20395,Shahid Hopkins,Consumer,East,United States,Rochester,New York,14609
5345,SC-20725,Steven Cartwright,Consumer,West,United States,Los Angeles,California,90045
5348,CS-12250,Chris Selesnick,Corporate,Central,United States,Woodbury,Minnesota,55125
5350,LH-16900,Lena Hernandez,Consumer,Central,United States,Park Ridge,Illinois,60068
5351,YC-21895,Yoseph Carroll,Corporate,Central,United States,Dallas,Texas,75217
5353,CY-12745,Craig Yedwab,Corporate,South,United States,Monroe,Louisiana,71203
5354,AH-10030,Aaron Hawkins,Corporate,West,United States,Los Angeles,California,90004
5356,AR-10540,Andy Reiter,Consumer,West,United States,San Francisco,California,94109
5357,SS-20590,Sonia Sunley,Consumer,West,United States,San Francisco,California,94122
5360,DW-13585,Dorothy Wardle,Corporate,South,United States,Fayetteville,North Carolina,28314
5361,NC-18625,Noah Childs,Corporate,Central,United States,Dallas,Texas,75217
5362,CD-11920,Carlos Daly,Consumer,Central,United States,Wichita,Kansas,67212
5364,DW-13195,David Wiener,Corporate,West,United States,Springfield,Oregon,97477
5365,EH-13990,Erica Hackney,Consumer,Central,United States,Houston,Texas,77041
5366,BD-11320,Bill Donatelli,Consumer,West,United States,Seattle,Washington,98103
5369,KH-16630,Ken Heidel,Corporate,East,United States,Akron,Ohio,44312
5370,NH-18610,Nicole Hansen,Corporate,Central,United States,Oak Park,Michigan,48237
5372,AG-10495,Andrew Gjertsen,Corporate,Central,United States,Houston,Texas,77041
5375,RP-19855,Roy Phan,Corporate,West,United States,Seattle,Washington,98103
5377,NB-18655,Nona Balk,Corporate,East,United States,Philadelphia,Pennsylvania,19134
5379,JM-15580,Jill Matthias,Consumer,West,United States,Los Angeles,California,90045
5381,DM-13525,Don Miller,Corporate,Central,United States,Houston,Texas,77070
5384,CC-12220,Chris Cortes,Consumer,East,United States,Philadelphia,Pennsylvania,19143
5386,GA-14725,Guy Armstrong,Consumer,South,United States,Rogers,Arkansas,72756
5387,CV-12805,Cynthia Voltz,Corporate,West,United States,Los Angeles,California,90045
5390,NC-18535,Nick Crebassa,Corporate,West,United States,Seattle,Washington,98105
5391,GR-14560,Georgia Rosenberg,Corporate,East,United States,Wilmington,Delaware,19805
5395,JG-15805,John Grady,Corporate,West,United States,Provo,Utah,84604
5396,EB-13750,Edward Becker,Corporate,West,United States,San Francisco,California,94110
5397,MC-17605,Matt Connell,Corporate,West,United States,Los Angeles,California,90004
5398,BM-11650,Brian Moss,Corporate,East,United States,Lancaster,Ohio,43130
5399,HF-14995,Herbert Flentye,Consumer,West,United States,Los Angeles,California,90004
5400,ML-18265,Muhammed Lee,Consumer,West,United States,Seattle,Washington,98103
5402,AH-10195,Alan Haines,Corporate,East,United States,New York City,New York,10024
5404,TZ-21580,Tracy Zic,Consumer,West,United States,Los Angeles,California,90045
5407,DM-13345,Denise Monton,Corporate,West,United States,San Francisco,California,94109
5411,TS-21505,Tony Sayre,Consumer,West,United States,Clovis,New Mexico,88101
5413,TB-21625,Trudy Brown,Consumer,Central,United States,Wichita,Kansas,67212
5414,LC-16870,Lena Cacioppo,Consumer,Central,United States,Chicago,Illinois,60653
5417,AM-10360,Alice McCarthy,Corporate,Central,United States,Omaha,Nebraska,68104
5418,JE-15715,Joe Elijah,Consumer,Central,United States,Houston,Texas,77041
5420,CS-11950,Carlos Soltero,Consumer,East,United States,Philadelphia,Pennsylvania,19134
5422,PF-19225,Phillip Flathmann,Consumer,West,United States,Los Angeles,California,90045
5423,PJ-18835,Patrick Jones,Corporate,South,United States,Richmond,Kentucky,40475
5424,JF-15490,Jeremy Farry,Consumer,East,United States,Waterbury,Connecticut,6708
5425,NM-18520,Neoma Murray,Consumer,West,United States,Los Angeles,California,90045
5427,MH-17290,Marc Harrigan,Home Office,West,United States,Los Angeles,California,90036
5428,SZ-20035,Sam Zeldin,Home Office,West,United States,San Francisco,California,94122
5429,PR-18880,Patrick Ryan,Consumer,South,United States,Saint Petersburg,Florida,33710
5430,FC-14245,Frank Carlisle,Home Office,East,United States,Lakewood,Ohio,44107
5433,LH-16750,Larry Hughes,Consumer,West,United States,Chandler,Arizona,85224
5434,RM-19675,Robert Marley,Home Office,West,United States,Los Angeles,California,90008
5436,DM-13525,Don Miller,Corporate,South,United States,Palm Coast,Florida,32137
5439,EH-14185,Evan Henry,Consumer,East,United States,New York City,New York,10035
5440,TC-21295,Toby Carlisle,Consumer,South,United States,Jupiter,Florida,33458
5441,AI-10855,Arianne Irving,Consumer,West,United States,Glendale,Arizona,85301
5442,JM-15535,Jessica Myrick,Consumer,East,United States,New York City,New York,10035
5445,BE-11335,Bill Eplett,Home Office,Central,United States,Houston,Texas,77041
5446,DR-12880,Dan Reichenbach,Corporate,East,United States,New York City,New York,10035
5448,TA-21385,Tom Ashbrook,Home Office,Central,United States,Olathe,Kansas,66062
5452,KN-16705,Kristina Nunn,Home Office,West,United States,Sparks,Nevada,89431
5453,PJ-18835,Patrick Jones,Corporate,Central,United States,Rockford,Illinois,61107
